,Winner_mark,HP_diff,Attack_diff,Defense_diff,Sp. Atk_diff,Sp. Def_diff,Speed_diff,Generation_first_1,Generation_first_2,Generation_first_3,Generation_first_4,Generation_first_5,Generation_first_6,Generation_second_1,Generation_second_2,Generation_second_3,Generation_second_4,Generation_second_5,Generation_second_6,Legendary_first_0,Legendary_first_1,Legendary_second_0,Legendary_second_1
267,2,10,-25,42,-85,-5,-67,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
268,2,-5,-20,-20,10,-10,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
269,2,40,65,28,0,65,-8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
270,1,35,15,15,35,45,35,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
271,2,10,5,-27,-55,-22,-46,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
272,1,-30,-45,47,-45,-23,16,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
273,1,-18,71,69,-7,-37,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
274,2,-10,-24,-17,-69,-30,-59,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
275,1,44,22,69,3,43,14,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
276,2,30,-15,-10,-40,-35,-90,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
277,1,-52,-25,-25,25,15,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
278,1,55,119,115,75,90,51,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
279,2,37,45,15,-2,10,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
280,2,-15,10,-10,-55,-10,-20,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
281,2,12,5,14,-5,-16,-45,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
282,1,27,40,50,70,98,9,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
283,2,18,37,18,-28,13,-32,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
284,1,-20,0,-35,25,15,10,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
285,1,61,100,15,119,55,110,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
286,2,-30,-10,50,-10,-90,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
287,2,15,-25,40,-20,-5,-30,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
288,2,10,85,180,-70,35,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
289,2,20,15,0,-115,-40,-40,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
290,2,2,-33,5,-13,50,-18,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
291,2,-35,-47,-15,60,35,-2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
292,2,-45,25,20,-40,-50,-40,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
293,2,-70,-90,-20,12,-5,-28,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
294,2,40,23,-105,0,-105,-35,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
295,2,23,30,12,-43,29,-41,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
296,1,26,15,5,62,12,41,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
297,2,6,-10,-35,-43,-38,-44,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
298,2,65,11,13,41,21,-3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
299,1,35,32,40,60,62,18,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
300,1,-12,-15,35,-28,-7,5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
301,1,56,27,-70,99,45,38,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
302,2,15,-10,47,-87,-10,-91,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
303,2,0,14,35,-11,25,-34,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
304,1,-80,10,10,10,-5,120,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
305,1,15,7,9,34,20,44,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
306,1,30,35,-37,-45,-37,9,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
307,1,15,70,60,25,15,25,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
308,1,27,84,32,9,39,110,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
309,2,-28,-125,1,10,-39,-120,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
310,1,5,-25,5,15,40,10,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
311,1,-63,23,13,-19,-7,42,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
312,1,36,7,32,29,67,10,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
313,1,15,30,25,10,20,-90,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
314,2,-42,-25,-25,1,-41,-13,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
315,1,30,165,55,87,45,106,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
316,2,-6,-15,-5,-51,-32,-21,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
317,2,11,34,11,39,6,-7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
318,1,40,42,30,25,30,12,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
319,2,0,4,-10,-63,-10,-57,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
320,2,-32,-69,-60,-99,-80,-60,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
321,2,0,0,27,-25,27,-14,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
322,2,15,-5,25,60,30,-15,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
323,2,4,30,-5,28,-2,-11,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
324,2,10,11,-5,-54,-25,-2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
325,1,6,54,-28,14,-36,45,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
326,1,35,95,80,60,20,70,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
327,2,39,70,93,5,28,-21,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
328,1,35,35,10,105,30,85,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
329,1,5,30,14,-26,-2,13,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
330,2,48,-21,9,1,29,-43,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
331,2,-15,30,51,50,46,-20,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
332,2,-45,-43,-35,-23,-45,-12,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
333,1,-7,31,40,68,27,79,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
334,1,32,65,12,-42,-94,5,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
335,2,5,5,12,-17,-21,-4,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
336,2,-15,-45,0,-40,-35,60,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
337,1,-40,53,43,53,38,81,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
338,1,-25,-15,-11,-12,-20,14,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
339,2,0,-15,5,34,9,-5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
340,1,-14,15,-10,45,10,34,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
341,2,10,-68,-5,-38,5,-40,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
342,2,22,33,30,-6,-15,-44,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
343,1,66,71,35,71,38,39,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
344,2,4,-17,-3,47,15,-18,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
345,2,-19,-97,-82,-63,-28,-86,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
346,2,-26,-95,-18,-94,-18,-55,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
347,1,-15,3,-105,51,33,42,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
348,2,55,30,55,35,35,-25,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
349,1,22,-2,25,31,35,25,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
350,2,-10,34,45,29,10,-63,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
351,2,30,-55,-40,0,0,-5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
352,2,-15,25,35,-45,-5,-60,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
353,2,-12,-23,-25,-52,-25,-32,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
354,2,41,-34,0,52,30,-7,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
355,2,-26,-57,-32,-60,-50,-70,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
356,2,-54,-20,-37,-88,-88,-40,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
357,2,5,-4,5,-4,-20,-1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
358,1,-48,-25,68,-22,49,27,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
359,1,17,-18,-61,7,64,76,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
360,1,-5,29,5,39,-5,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
361,2,35,5,68,10,-35,-43,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
362,1,35,10,0,-50,35,50,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
363,1,43,56,-25,56,10,20,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
364,2,9,3,20,-25,0,-2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
365,2,10,-26,30,14,40,-54,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
366,2,-30,-50,0,10,20,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
367,2,14,44,14,34,64,-5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
368,2,5,-50,0,-15,-25,-25,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
369,1,-70,-76,-80,-36,-36,10,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
370,2,-25,-20,-100,0,-30,-40,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
371,1,-24,10,-27,2,-18,22,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
372,2,-15,-10,-116,-30,-106,-35,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
373,2,-19,-37,2,-50,-18,-63,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
374,2,0,-71,-49,21,-51,-40,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
375,2,-32,-22,-42,-35,-40,-34,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
376,1,62,139,120,100,25,25,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
377,2,-70,-120,-80,-65,-80,-40,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
378,2,-45,-52,-5,-97,-68,-2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
379,2,20,-10,0,40,35,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
380,2,-60,-20,0,-70,-40,-35,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
381,1,-1,13,-11,36,54,7,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
382,2,-10,5,-10,4,10,-13,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
383,1,-15,-10,-15,50,25,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
384,2,-75,-55,-26,-126,-52,-52,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
385,1,-50,5,-5,50,40,20,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
386,1,3,20,18,-30,18,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
387,1,10,-3,-22,45,45,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
388,1,25,32,15,70,5,14,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
389,1,-40,-75,-90,-10,-20,35,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
390,2,15,20,30,-20,-20,-65,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
391,2,-26,-22,-36,-49,4,-48,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
392,2,10,15,15,-10,10,-10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
393,1,-16,53,-20,-4,-20,7,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
394,1,-5,-5,-25,-95,-30,85,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
395,2,36,-20,10,27,15,-66,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
396,2,24,50,106,5,-5,-20,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
397,1,34,28,33,-53,27,21,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
398,1,9,17,13,-44,-1,-71,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
399,2,12,-15,-62,46,2,-43,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
400,2,-5,35,25,-30,-10,-30,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
401,2,24,9,35,14,45,-8,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
402,1,1,35,0,-40,-10,35,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
403,1,15,65,92,18,-5,44,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
404,2,-40,-45,-55,40,0,25,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
405,1,-11,-13,12,49,49,29,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
406,2,0,-79,-53,-10,-3,53,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
407,1,11,2,25,49,-30,8,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
408,1,37,75,62,-57,-99,-35,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
409,2,-46,-64,-12,11,16,-30,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
410,2,-30,-65,-50,-61,-27,-62,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
411,2,-45,-100,-100,-60,-50,-15,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
412,2,40,-40,10,-100,-50,-60,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
413,1,-39,60,15,-10,-20,10,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
414,2,-65,-87,-142,-14,-4,42,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
415,2,45,-7,-6,-10,7,-42,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
416,1,6,-16,0,36,25,94,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
417,2,-3,65,-30,-57,-48,-27,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
418,1,-7,-18,30,9,33,-49,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
419,1,60,90,30,0,30,35,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
420,1,66,85,50,75,119,34,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
421,1,-11,-31,-46,29,44,14,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
422,1,0,1,-21,19,31,20,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
423,1,-25,-12,-27,13,-27,41,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
424,2,-50,-25,-30,-65,-30,-52,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
425,1,-46,29,-47,-50,-35,18,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
426,2,-35,-21,9,-35,5,-100,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
427,1,45,65,10,-45,-20,-70,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
428,2,-15,-7,4,-60,-5,-74,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
429,1,5,30,-5,30,-20,10,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
430,2,-24,-35,-50,-70,0,-26,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
431,1,35,60,70,35,30,65,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
432,1,-35,-90,-29,100,-35,49,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
433,2,30,-8,2,-5,0,-24,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
434,1,25,10,21,85,51,35,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
435,2,20,30,-45,-5,-15,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
436,1,-52,5,-45,-50,-45,5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
437,2,-4,-16,-30,-4,-15,34,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
438,1,-50,-32,-134,11,4,37,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
439,1,11,-3,17,-6,67,15,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
440,2,-15,-35,15,-90,-45,-75,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
441,2,-25,0,70,10,15,-63,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
442,1,33,32,22,9,4,81,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
443,1,-15,-35,-65,60,30,10,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
444,2,-20,-68,20,-18,-50,-46,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
445,1,10,-40,20,-25,20,10,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
446,1,3,32,-1,-24,8,11,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
447,1,15,5,-45,60,30,5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
448,1,26,9,80,31,95,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
449,1,15,-10,10,50,30,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
450,1,-25,-15,-5,10,-35,60,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
451,1,29,76,25,60,15,55,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
452,2,183,-52,-50,-42,50,-64,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
453,1,25,10,40,40,40,35,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
454,1,-25,25,5,35,5,26,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
455,2,-39,-45,-50,-80,-60,-36,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
456,1,9,19,6,19,-4,26,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
457,2,-39,-71,-18,3,-17,-11,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
458,1,65,65,60,65,45,50,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
459,1,-25,0,0,40,70,10,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
460,1,-18,13,-56,-7,-11,17,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
461,1,5,-60,30,20,30,10,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
462,2,-15,-40,-10,-25,-15,-55,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
463,2,-70,-90,-35,-15,55,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
464,1,-5,-5,2,-5,-13,20,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
465,2,25,-11,-11,-88,-54,-16,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
466,1,46,40,74,15,7,78,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
467,2,14,13,-55,-27,-55,-5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
468,1,13,56,-36,11,-51,12,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
469,2,-76,-52,33,-12,0,-68,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
470,1,10,13,10,28,35,20,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
471,1,-75,10,-35,-70,-80,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
472,2,-60,-55,-60,-70,-80,-25,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
473,1,60,-5,5,15,55,50,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
474,2,-11,3,18,-15,-2,-2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
475,1,0,3,-8,-9,-9,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
476,2,26,33,27,15,20,-25,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
477,1,15,25,-15,45,-15,15,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
478,2,-29,-28,-3,-35,-5,-15,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
479,2,-15,-15,-30,-37,-63,-14,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
480,1,39,37,39,46,36,15,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
481,2,10,-36,-15,0,-5,-49,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
482,1,36,22,65,45,17,77,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
483,2,-51,-11,-42,-36,-52,-18,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
484,1,32,26,27,45,25,20,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
485,1,34,-21,-15,17,28,11,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
486,2,-45,-54,10,-25,-40,-52,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
487,2,10,110,25,55,15,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
488,1,2,20,17,103,78,48,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
489,1,10,95,50,25,70,68,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
490,2,-18,-15,-20,-5,15,-11,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
491,1,0,30,116,41,-3,27,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
492,1,-45,-35,-55,-65,-55,30,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
493,1,15,35,15,20,10,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
494,1,0,5,10,-30,25,20,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
495,1,45,85,3,15,3,9,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
496,1,20,30,20,0,0,45,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
497,2,-32,-60,-31,-60,-50,-42,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
498,1,40,25,-65,65,-60,5,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
499,1,10,-20,20,20,25,15,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
500,2,0,-25,-61,0,2,14,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
501,2,-16,20,100,-65,-31,-60,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
502,1,65,50,19,45,105,31,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
503,1,50,96,-5,66,25,63,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
504,2,27,95,10,-25,0,-27,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
505,2,-25,-78,-23,-78,-23,-81,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
506,2,190,-55,-55,25,85,-35,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
507,1,14,56,5,50,15,55,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
508,1,-25,-45,-30,-5,-30,15,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
509,1,21,140,75,5,65,44,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
510,2,-78,-90,-25,-10,-60,-42,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
511,2,35,-10,5,10,10,-25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
512,2,-40,-45,-45,-25,-40,-20,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
513,1,20,45,45,-45,-55,-70,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
514,2,25,20,136,11,17,-13,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
515,2,-13,20,-5,0,-20,-7,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
516,1,-24,-33,-40,-115,-65,37,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
517,1,22,40,18,25,15,15,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
518,2,30,28,-5,43,10,-21,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
519,2,18,90,20,0,50,60,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
520,1,15,-15,-5,65,15,65,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
521,2,-5,25,-20,-10,-20,-20,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
522,2,21,-15,20,25,60,-21,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
523,1,-30,15,10,15,10,100,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
524,1,55,95,25,70,10,45,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
525,2,-55,-90,-108,-50,-58,-14,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
526,1,-14,-58,-24,21,-44,34,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
527,2,-72,-125,-95,-75,-65,-50,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
528,2,2,20,25,20,75,-2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
529,1,70,88,35,-20,-5,-40,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
530,2,85,40,50,15,45,50,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
531,2,10,-5,15,-10,10,-30,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
532,2,-32,6,-11,-44,-29,-69,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
533,1,-5,35,5,60,20,20,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
534,2,50,15,35,40,10,-65,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
535,2,-55,-60,-40,-60,-25,-50,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
536,2,-15,-75,-75,-110,-40,-50,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
537,1,11,18,-57,45,-61,19,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
538,1,19,-4,15,10,10,10,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
