Type 2_first,Type 2_second,Legendary_first,Legendary_second,HP_diff,Attack_diff,Defense_diff,Sp. Atk_diff,Sp. Def_diff,Speed_diff,Winner_mark
12,6,0,0,-15,10,5,-65,-35,-30,2
9,12,0,0,-6,-15,2,-2,13,-2,2
12,12,0,0,-25,-74,-131,-1,7,12,1
1,12,0,0,80,124,135,60,85,11,1
4,4,0,0,65,25,-20,25,-15,0,2
17,4,0,0,-32,-45,-21,15,-32,-30,2
18,16,0,0,20,10,5,35,-10,25,1
4,12,0,0,-5,-5,95,-35,95,20,1
10,7,0,0,-10,-21,-10,-5,0,-84,2
9,1,0,0,-8,-57,5,-40,25,-13,2
12,7,0,0,-41,-10,-5,-42,8,-1,2
7,14,0,0,-5,25,5,-5,-5,45,1
7,12,0,0,27,-13,-75,17,-75,89,1
12,12,0,0,-10,-13,-1,-1,31,69,1
12,7,0,1,-60,-50,-45,-105,-45,-85,2
14,7,0,0,5,5,5,80,20,39,2
10,14,0,0,30,24,30,25,30,21,1
7,12,0,0,10,-10,5,-95,45,-80,2
12,14,0,0,4,13,35,30,44,-7,2
12,6,0,1,-40,-130,-90,-70,-10,50,2
7,12,0,0,-40,-21,-19,20,-10,-15,2
7,12,0,0,5,20,-25,30,-45,0,2
4,18,0,0,-15,-25,-24,26,1,7,1
7,5,0,0,-48,-57,-77,-4,-30,6,1
12,12,0,0,10,25,10,55,0,-5,2
12,7,0,0,-10,-30,5,5,15,-17,2
12,10,1,0,20,-20,15,30,85,60,1
12,12,0,0,-10,-34,30,45,-25,24,1
10,16,0,0,1,-43,-78,-18,-10,37,1
7,12,0,0,85,80,55,75,35,5,1
12,7,0,0,-20,-56,-15,-21,-5,-89,2
12,12,0,0,54,60,30,35,20,51,1
12,12,0,0,-29,4,42,-46,-18,-33,2
12,10,0,0,200,-35,-35,50,110,40,2
12,10,0,0,-8,35,34,-5,65,34,1
12,12,0,0,41,75,38,23,48,-30,2
12,7,0,0,6,27,10,-15,10,-35,2
8,12,0,0,-106,35,70,5,4,-30,2
14,12,0,0,-5,-10,-15,66,42,32,1
1,7,0,0,18,100,35,30,-65,5,1
2,7,0,0,5,-5,-5,10,-15,5,1
15,10,0,0,55,-34,55,95,55,14,1
12,2,0,1,-51,-65,-78,-108,-63,-5,2
6,8,1,0,41,70,10,105,41,55,1
12,2,0,0,-20,-65,-30,-110,-50,-95,2
12,7,0,1,-30,5,-30,-35,-5,-45,2
16,9,0,0,-30,-30,30,-20,-30,-65,2
12,12,0,0,-30,-40,-65,-20,-10,-10,2
15,0,0,0,50,15,-25,10,-15,-50,2
7,10,0,0,-35,-24,-63,10,-43,35,1
12,4,1,0,43,20,9,20,13,25,1
7,10,0,0,-30,-45,-40,-75,-45,45,1
5,12,0,0,26,54,9,64,9,43,1
7,12,0,0,-15,-15,-35,-5,-35,15,1
12,12,0,0,-40,-55,-48,-55,-48,26,1
9,9,0,0,-50,-40,-21,-20,-27,-31,2
10,12,0,1,-22,-5,-105,-35,-105,-8,2
12,7,0,0,-5,-20,-13,60,40,-10,2
12,12,0,0,-36,-2,15,-45,-50,-2,2
12,12,0,0,-29,-19,-40,-73,-36,-64,2
12,12,0,0,-10,10,-10,5,5,-20,2
14,12,0,0,-20,-65,-25,-70,40,-35,2
10,10,0,0,15,-11,-25,20,20,11,1
12,14,0,0,-10,20,9,-30,-6,-13,2
12,12,0,0,-21,8,8,-44,-34,61,1
6,8,0,0,-44,-64,-50,25,-30,10,1
6,15,0,0,-40,10,-25,-50,-55,30,1
14,12,0,0,-15,-5,-30,35,-35,-20,2
12,7,0,0,40,75,39,60,44,14,1
4,7,0,0,-50,-5,31,40,76,20,1
12,15,0,0,-27,-3,-2,-62,-68,2,1
14,12,0,0,1,-3,3,-13,5,2,1
15,12,0,0,10,15,52,15,-10,25,1
12,12,0,0,-14,-23,-10,-70,-40,-18,2
12,7,0,0,20,42,-35,-20,10,3,1
4,12,0,0,7,-7,8,70,60,15,1
8,12,0,0,-45,-90,55,-5,85,15,2
6,12,0,0,45,31,20,106,60,64,1
3,17,1,0,70,108,2,78,12,60,1
14,4,0,0,32,40,35,85,40,70,1
18,10,0,0,20,-10,10,25,20,-25,2
10,12,0,0,11,-11,-33,-60,-30,-2,2
17,10,0,0,0,25,0,55,0,40,1
7,12,0,0,-45,70,55,60,-5,73,1
11,4,0,0,-40,35,92,65,87,71,1
12,4,0,0,-25,35,45,70,75,115,1
12,12,0,0,-30,15,35,-65,-55,-60,2
12,1,0,0,25,-30,25,-70,30,-50,2
5,12,0,1,15,-32,-15,-55,-15,-60,2
7,12,0,0,-8,14,-10,-20,-39,0,2
12,12,0,0,-15,-2,-40,7,-30,-15,2
12,8,0,0,-15,-30,-90,-55,-85,15,2
12,14,0,0,-19,20,0,-15,-10,45,1
12,12,0,0,5,-75,35,20,50,-10,2
7,5,0,0,-35,-145,-55,0,-30,-25,2
15,12,0,0,45,40,25,75,85,15,1
12,16,0,0,55,88,-167,88,-167,96,1
15,16,0,0,-40,-70,-125,-20,-5,10,1
14,12,0,0,-25,-10,-35,-45,20,5,1
7,12,0,0,-15,-10,2,-5,45,50,1
12,2,0,1,-85,-25,-43,-20,-15,3,1
12,8,0,0,-14,-49,-25,50,5,-25,2
12,12,0,0,6,-5,-2,-2,3,-10,2
12,7,0,0,-29,-41,-11,7,-16,32,1
12,7,0,0,215,-35,-25,45,95,0,2
15,12,0,0,30,5,50,35,15,-85,2
12,2,0,0,8,-20,20,30,35,17,2
11,12,1,0,45,70,30,70,30,50,1
2,12,0,0,22,20,25,-20,5,-37,2
15,14,0,0,12,-26,41,-91,31,-72,2
1,12,0,0,63,38,-3,26,1,54,2
5,12,0,0,8,12,40,14,-7,-11,2
10,12,0,0,20,5,-25,70,-35,-30,2
15,14,0,0,17,-31,-13,-16,7,-24,2
7,8,0,1,-40,-50,-30,-119,-99,0,2
14,15,0,0,-30,-30,-26,-70,-46,-58,2
15,8,0,0,10,10,-2,-35,-2,-11,2
1,7,0,0,-30,20,-10,-16,-56,-10,2
12,12,0,0,-25,-110,-10,-85,-30,-85,2
12,12,0,0,-35,30,-28,-20,-55,3,1
12,12,1,0,-5,84,6,106,-6,65,1
2,12,1,1,70,70,0,20,-100,40,1
12,10,0,0,-10,-5,-120,4,-2,28,1
12,12,0,0,40,45,16,56,32,52,1
12,6,1,0,81,71,65,51,48,34,1
12,5,0,0,-19,22,83,-13,83,-36,2
7,12,0,0,30,30,20,20,30,70,1
16,18,0,0,39,68,33,-7,10,-3,2
7,12,0,0,-30,-95,-195,-30,-40,5,2
12,17,0,0,56,-29,-71,56,-21,45,2
1,12,0,0,-15,42,-25,22,-70,23,1
11,12,1,0,75,117,52,67,42,31,1
9,12,0,0,17,27,52,18,44,-15,2
12,17,0,0,5,-9,15,61,0,29,1
12,12,0,0,15,-7,13,-62,8,-35,2
7,10,0,0,-60,-23,-23,-40,-41,-17,1
14,7,0,0,0,-23,21,-5,38,-31,2
12,12,0,0,-6,-2,25,0,24,-21,2
8,2,0,0,5,5,-20,-17,-53,66,1
12,16,1,0,-65,40,-110,125,-35,110,1
4,18,0,0,-52,-25,-35,-10,-15,5,1
7,15,1,0,45,60,70,40,25,35,1
5,12,0,0,22,108,55,25,75,60,1
14,12,0,0,-15,-70,-25,10,-20,-40,2
12,12,1,0,62,114,102,68,54,33,1
5,16,0,0,10,15,-105,-20,35,35,1
7,12,0,0,31,54,-15,50,20,35,1
12,12,0,0,25,5,-35,5,20,80,1
12,12,0,0,-83,-35,-22,-17,-41,-3,2
4,3,0,1,-80,-125,-75,-50,-10,-30,2
7,7,0,0,-60,-103,-45,-17,5,-25,2
12,12,0,1,-20,-58,-25,-115,-80,-22,2
7,12,0,0,38,83,42,39,44,40,1
4,10,0,0,33,-24,56,15,56,-1,2
1,15,0,0,2,15,2,13,6,37,1
6,12,1,0,29,47,12,30,31,31,1
9,10,0,0,-60,-65,27,35,47,6,1
8,12,1,0,34,23,0,120,90,13,2
12,7,0,0,18,19,23,50,25,25,1
15,10,1,0,5,5,-130,105,25,80,1
12,7,1,0,1,34,-1,51,11,-15,2
12,6,0,0,-8,-8,12,-64,-32,-52,2
4,12,0,0,0,-67,17,51,37,43,1
12,3,0,0,-39,24,-14,-21,-39,38,1
2,7,1,0,60,90,90,95,70,5,1
10,17,0,0,10,-40,-25,-15,-15,-45,2
1,12,0,0,30,10,75,25,30,25,1
12,12,1,0,55,128,30,153,130,61,1
5,7,0,0,5,65,-45,85,5,5,1
12,12,0,0,5,20,29,-20,60,11,1
7,3,0,0,-64,-26,-24,-41,-24,18,2
4,12,0,0,15,50,85,10,55,-10,2
7,7,0,0,40,64,8,64,8,-4,2
12,12,0,0,-15,20,-10,30,0,15,1
15,12,0,0,-10,0,5,-35,5,-20,2
11,7,1,1,-1,-11,-5,39,2,-4,2
11,12,0,0,0,40,0,-50,20,85,1
7,7,1,0,28,-2,55,16,91,-8,2
4,12,0,0,35,-80,20,-15,20,-25,2
7,12,0,0,-75,-35,15,-15,75,25,1
2,1,1,0,80,-20,30,10,35,-15,2
12,12,0,0,4,13,13,20,15,-25,2
12,12,0,0,20,2,-41,-30,1,53,1
12,12,0,0,55,15,39,38,65,21,1
18,7,0,0,48,3,28,45,48,0,2
12,12,0,0,20,20,65,30,-10,30,1
0,12,0,0,-25,-5,-25,-70,15,5,1
12,9,0,0,-20,0,-7,-60,-82,-46,2
12,15,0,0,-40,8,-8,-68,-59,-13,2
11,14,0,0,60,97,75,32,70,-50,1
10,7,0,0,40,-10,10,0,0,-50,2
12,12,0,0,26,60,40,48,42,44,1
17,12,0,0,-51,-13,22,38,-7,11,1
5,10,0,0,-24,-46,-39,9,-39,38,1
12,12,0,0,70,70,60,10,50,10,1
12,12,0,0,-36,18,-20,23,-15,61,1
1,11,0,0,-20,8,-35,-22,-40,75,2
7,12,0,0,-20,17,-10,-8,-27,38,1
5,7,0,0,49,33,20,50,15,-95,2
5,12,0,0,26,-1,35,82,15,23,1
12,5,0,0,-35,-50,-45,25,-90,2,1
5,7,0,0,-25,-5,-20,15,-20,-75,2
14,12,0,0,0,0,4,-40,-16,-28,2
12,12,0,0,15,10,-3,-8,-3,-19,2
15,12,0,0,-10,-10,-10,0,25,15,1
4,7,0,0,-15,10,15,45,10,5,1
4,12,0,0,29,12,50,-3,45,-54,2
7,12,1,0,44,50,53,45,25,18,1
12,10,0,0,5,-10,20,-5,20,-24,2
12,12,0,0,30,-2,-72,33,-72,56,1
11,7,0,0,15,77,35,77,10,-80,1
1,12,0,0,60,105,65,66,55,25,1
12,12,0,0,10,55,-35,80,10,70,1
12,14,0,0,28,65,15,-55,5,-5,2
15,12,0,0,-10,13,7,-40,-15,-15,2
6,12,0,0,5,15,-10,5,20,-10,2
12,12,0,0,-25,-50,-34,-30,-44,-45,2
7,12,0,0,-5,-25,20,20,30,25,1
12,1,0,0,-30,-55,55,-35,5,-60,2
12,12,0,0,0,-25,-9,20,6,5,1
12,2,1,1,-75,25,-50,25,-50,25,1
12,12,0,0,-44,-48,-80,-90,-75,-18,2
12,9,0,0,15,-35,0,-20,-30,-10,2
16,12,0,0,45,50,60,-5,-5,-10,2
7,17,0,0,30,-12,-88,-6,-32,20,1
12,12,0,0,0,57,5,48,35,-20,2
12,5,0,0,-5,2,-29,35,-24,-5,2
12,12,0,0,64,9,55,27,85,47,1
7,12,0,0,16,72,31,-1,-19,58,1
12,12,0,0,-45,-65,-40,-75,-40,-40,2
12,12,0,0,40,-12,43,43,38,-13,2
12,12,0,0,15,-40,-20,20,-25,-35,2
1,6,0,1,-30,-60,-120,-55,-50,5,1
12,5,0,0,10,7,45,30,45,45,1
14,4,0,0,-8,0,5,-40,-40,-40,2
2,15,0,0,-50,-7,-27,-78,-78,-20,2
12,7,0,0,15,60,0,-20,-80,-20,1
14,12,0,0,-25,-43,-22,40,30,20,1
14,15,0,0,-5,15,35,-30,-20,-55,2
9,15,0,0,0,19,5,19,60,-4,2
12,12,0,0,-25,-25,5,45,5,5,1
12,15,0,0,-50,0,-43,-30,-55,53,2
0,17,0,0,-13,-14,-62,-8,2,-34,2
12,15,0,0,78,61,-46,16,-1,-18,1
12,18,0,0,0,-75,-45,-25,-10,-45,2
1,12,0,0,10,20,-75,25,-45,5,1
16,12,0,0,85,95,75,-15,0,-45,1
9,12,0,0,9,-19,20,-11,5,-19,1
3,10,0,0,-20,-73,-50,-88,-55,45,2
12,14,0,0,70,65,70,0,65,20,1
7,7,0,0,-30,-29,-25,37,-25,-14,2
15,12,0,0,35,50,15,80,-25,-40,2
12,15,0,0,20,0,10,-35,-10,-40,2
12,14,0,0,40,45,50,60,45,55,1
12,12,0,0,-15,-20,5,80,70,70,1
12,5,0,0,-40,-90,-40,-95,-40,-40,2
13,12,0,0,-41,-5,-34,49,8,59,1
12,14,0,0,30,15,0,75,115,55,1
12,12,0,0,45,-3,23,-25,-15,-55,1
9,10,0,0,-48,-35,-15,-20,-5,-72,2
12,10,0,0,-46,-82,-41,-17,-25,-34,2
12,12,0,0,-4,7,-14,-46,-14,12,1
4,16,0,0,-12,-15,-85,-15,-25,20,1
12,7,0,0,3,-25,-64,5,-14,5,1
8,4,0,0,-55,105,30,105,25,40,1
7,12,0,0,-16,22,2,43,-12,31,1
7,12,0,0,30,60,20,25,40,80,1
12,12,0,0,10,-5,35,35,50,5,1
14,5,0,0,-50,-140,-56,-10,-66,-18,2
14,12,0,0,-8,-10,-20,-55,20,10,1
12,7,0,0,50,45,30,100,20,40,1
12,2,0,0,28,27,15,20,30,30,1
15,12,0,0,39,14,15,52,65,-8,2
12,12,0,0,35,58,-28,35,40,60,1
12,12,0,0,17,35,54,65,4,25,1
5,7,0,0,30,8,13,-15,13,-36,2
2,15,0,0,-25,10,25,57,83,29,1
12,12,0,0,-33,-37,-23,7,23,66,1
10,14,0,0,30,30,-29,20,-9,3,1
4,12,0,0,3,25,-5,80,60,60,1
6,12,1,0,60,110,30,90,-40,65,1
1,7,0,0,-12,-1,-20,-21,-17,-19,2
12,5,0,0,4,-15,-15,23,3,-5,2
11,12,0,0,80,-20,1,50,-15,-16,2
12,1,0,0,-30,-59,-30,40,-20,74,1
12,7,0,0,-46,-104,-60,-80,-80,-35,2
12,10,0,0,6,18,5,48,5,64,1
12,12,0,0,45,35,5,5,55,15,1
1,12,0,0,38,28,7,-59,-34,-26,2
7,12,0,0,-25,25,55,-20,10,50,1
18,18,0,0,20,0,-55,-40,0,-10,2
1,12,0,0,8,100,50,70,10,-20,2
12,12,0,0,9,-8,5,26,34,22,1
12,7,0,0,-26,40,34,-57,68,-15,2
14,12,0,0,-5,-88,3,-35,20,-55,2
12,5,0,0,-10,-6,-5,14,-5,-20,2
10,12,0,0,27,15,28,0,25,-25,2
2,16,1,0,95,45,35,35,35,55,1
14,1,0,0,-55,-84,-55,-20,-35,-31,2
12,12,0,0,-20,34,66,15,10,5,1
6,10,0,0,10,-65,-165,80,10,70,2
12,12,0,0,-39,-56,-35,-70,-30,-50,2
7,7,0,0,-20,0,-25,-9,-35,-17,2
15,10,0,0,-48,-30,-10,0,0,-2,2
12,7,0,0,10,-20,-37,-60,-17,9,1
2,12,0,0,38,83,80,8,-20,29,1
2,5,1,0,20,-65,5,110,-5,15,1
7,12,0,0,25,31,13,29,-5,-29,2
12,4,0,1,-9,-50,-113,-50,-113,16,1
12,12,0,0,-10,-75,-10,-50,-45,-10,2
4,12,0,0,18,30,10,100,90,65,1
7,12,0,0,-20,15,-20,-35,-45,-7,2
10,12,0,0,0,45,70,-90,-40,-85,1
7,12,0,0,0,-50,-75,-34,46,20,1
12,7,0,0,-10,-75,-5,-2,30,20,1
12,7,0,0,10,35,15,30,35,10,1
5,7,0,1,-56,-55,-20,-75,-84,-42,2
6,12,0,0,-14,-21,32,14,32,-8,2
6,12,0,0,-51,-7,35,6,18,57,1
12,5,0,0,-18,-45,30,-55,-70,-70,2
12,12,0,0,19,26,25,10,70,-10,2
14,12,0,0,0,20,5,20,0,-15,2
12,10,1,0,76,83,52,85,57,39,1
7,5,0,0,-5,-26,-24,6,-36,-35,2
12,10,0,0,15,38,23,33,18,66,1
12,4,1,0,60,55,25,50,20,0,2
9,12,0,0,-40,-30,-15,60,15,25,1
12,4,0,0,45,45,25,90,90,40,1
12,4,0,0,10,70,30,40,80,20,1
12,12,0,0,-10,-35,43,5,0,-18,2
12,12,0,0,-34,22,54,-23,49,-79,2
6,12,0,0,25,20,-45,5,30,20,1
12,9,0,0,15,50,16,0,-4,65,1
12,4,0,1,5,-105,-55,-75,-55,-80,2
7,16,0,0,5,-8,-62,22,-12,53,1
12,5,0,1,-31,-5,-80,-30,-23,-48,2
12,12,0,0,15,15,14,20,14,56,1
6,7,0,0,-33,-24,-48,-29,-35,-35,2
1,12,0,0,25,62,-15,-30,-40,27,1
12,14,0,0,10,-40,15,-15,-15,0,2
12,5,0,0,-52,-65,-10,-15,-25,-40,2
12,15,0,0,-50,-7,-27,-78,-78,-50,2
12,18,0,0,-5,-11,5,-11,5,15,1
7,7,1,0,-5,-40,21,35,25,4,1
12,2,0,0,-7,0,10,-46,-7,-20,2
2,12,0,0,-25,-70,-35,-35,-40,-50,2
14,7,0,0,0,-30,8,-45,13,-46,2
14,12,0,0,17,35,15,45,10,-57,1
12,7,0,0,40,75,63,20,-2,-50,1
12,12,0,0,-10,-3,-15,13,-35,-45,2
12,12,0,0,8,50,-10,5,-20,0,2
12,12,0,0,-15,5,-26,-25,-21,30,1
12,12,0,0,-12,-74,-50,-54,-10,45,2
16,12,0,0,24,43,69,39,17,-11,2
6,12,0,0,-35,32,42,122,42,57,1
12,3,0,0,10,13,10,3,10,-5,2
12,6,0,1,-10,-65,-25,-90,-45,-60,2
8,5,0,1,-51,-150,-50,-89,-15,-90,1
15,15,0,0,30,-5,-40,-30,-80,-60,1
6,12,0,0,18,-65,25,105,75,42,1
12,12,0,0,-6,-24,23,66,31,0,2
12,2,0,1,-47,-90,-45,-110,-55,-3,2
14,1,0,0,-65,-110,-50,-40,-91,-24,2
16,7,0,0,-45,-55,185,-65,185,-90,2
17,15,0,0,24,-14,3,31,16,-40,2
12,12,0,0,-45,-12,-105,-9,64,48,1
4,8,0,0,-22,-15,-115,15,-95,-10,2
10,12,0,0,21,22,27,45,35,55,1
17,9,0,0,15,7,25,80,10,18,1
7,12,0,0,-5,40,-5,62,5,65,1
12,7,0,0,-7,-40,3,-2,3,-22,2
12,7,0,0,12,0,25,-95,-10,-21,2
1,4,0,0,-30,52,30,5,25,59,1
10,12,0,0,31,-10,20,2,22,24,1
12,12,0,0,-20,-80,-5,-50,-5,-42,2
12,12,1,0,-4,65,-25,114,25,90,1
13,12,0,0,-33,32,4,86,46,86,1
10,9,0,0,2,49,-12,-11,-32,59,1
12,10,0,0,10,-4,-45,46,-25,69,1
7,11,0,1,-85,-85,-55,-100,-50,-40,2
16,12,0,0,-30,-55,6,-60,-44,-15,2
12,12,0,0,-60,-52,-40,13,5,-3,2
7,12,0,0,80,25,35,-15,70,20,1
12,12,0,0,-5,3,4,-55,-6,-20,2
4,10,0,0,84,0,-70,15,-5,-20,2
12,11,0,0,-73,-27,-32,-49,-52,6,1
12,12,0,0,40,90,25,-40,-15,-20,2
14,14,0,0,0,10,10,90,20,65,1
12,12,0,0,38,-15,-18,-8,1,18,1
12,12,0,0,20,-2,-5,7,45,35,1
5,14,0,0,46,59,12,74,32,51,1
15,9,0,0,20,10,50,20,-5,10,1
12,12,0,0,-15,-5,-5,-13,-32,-60,2
5,7,0,1,-58,34,0,-66,17,11,2
11,17,0,0,10,51,-30,-24,-10,89,1
12,14,1,0,70,105,81,70,51,33,1
12,7,0,0,45,-5,-28,-5,18,-5,2
12,10,0,1,-98,-45,-96,-46,-50,0,2
12,7,0,0,-15,-45,-85,-15,-45,-55,2
12,16,0,0,15,-10,-85,-25,-15,-5,2
12,2,0,0,78,-15,-45,-35,-45,-38,2
7,7,0,0,0,-40,15,50,35,-50,2
5,7,0,1,-57,-89,-50,-89,-50,-45,2
7,9,0,0,-15,-18,-50,-15,-45,14,1
12,5,0,0,0,-17,-60,2,-40,27,1
10,14,0,0,10,-10,125,0,10,-55,2
12,10,0,0,-29,-36,-25,-55,-25,10,1
7,7,0,0,-7,-15,-35,-43,-38,-30,2
7,12,1,0,40,25,40,40,25,5,1
11,16,1,0,75,50,-10,130,60,65,1
15,12,0,0,5,22,83,10,25,15,1
7,12,0,1,20,50,-51,-15,-30,-14,2
11,12,1,0,-65,87,32,137,42,62,1
12,13,0,0,-4,7,2,4,12,0,2
12,5,0,1,14,-24,-15,-7,10,-58,2
9,14,0,0,35,73,45,20,10,37,1
17,12,0,0,5,30,65,5,30,30,1
2,12,1,0,20,30,55,135,75,50,1
12,18,0,0,-5,65,10,5,20,70,1
12,1,0,0,0,-45,-29,0,-50,-31,2
12,12,0,0,-20,-25,0,70,20,45,2
2,17,0,0,15,-40,10,-18,10,33,1
12,8,0,0,25,-15,80,-90,30,-35,2
10,12,0,0,8,165,110,105,30,62,1
5,10,0,0,0,40,-50,75,15,55,1
7,14,0,0,0,15,0,60,-5,20,1
12,12,0,1,-10,-20,-150,-15,-65,-15,2
8,17,0,0,26,30,-21,56,-16,100,1
17,12,0,0,-6,3,50,5,30,-22,2
12,8,0,0,27,85,-10,-15,-20,-52,2
12,12,0,0,40,65,75,60,30,-30,1
7,8,0,0,10,-70,52,-70,52,-20,2
12,14,0,0,15,33,3,-32,-12,-9,2
12,5,0,0,15,-60,35,20,35,-20,2
12,14,0,0,73,25,56,-40,51,-30,2
12,15,0,0,31,18,33,-28,-3,-31,2
12,12,0,0,-14,-27,20,-49,-17,12,1
0,9,0,0,21,59,30,26,25,-1,2
7,10,1,0,-20,-45,20,25,65,5,1
14,17,0,0,-20,-76,-51,5,-5,-25,2
15,7,0,0,-20,-45,-5,-10,20,-70,2
12,12,0,0,0,5,5,40,5,-20,2
12,12,0,0,-10,22,104,4,-34,-62,2
12,12,0,0,26,27,96,27,26,-41,2
5,7,0,0,51,17,60,99,60,48,1
12,7,1,0,2,19,129,-24,31,-76,1
12,12,0,0,-10,5,5,5,25,40,1
7,5,0,1,-6,-40,-34,30,43,-28,2
7,12,0,0,5,-65,6,45,-5,-36,2
12,12,0,0,40,67,27,7,12,-19,2
10,12,0,0,-43,20,68,-42,-16,-23,2
12,7,0,0,-35,-15,-20,-25,-45,-50,2
2,12,0,0,8,69,22,20,20,18,1
12,12,0,0,17,8,17,-37,17,12,1
2,16,0,0,20,45,-10,110,50,90,1
15,12,0,0,35,40,45,5,15,-20,2
12,12,1,0,30,62,42,97,28,96,1
2,12,0,0,-3,-13,7,-33,7,-43,2
12,4,1,0,66,65,25,54,-30,40,1
12,12,0,0,51,14,-3,-31,42,-43,1
12,1,0,0,0,-7,0,5,10,-42,2
5,7,1,0,11,65,21,94,0,49,1
12,12,0,0,-30,-45,-20,22,-10,-40,2
7,5,0,0,-15,-30,5,25,-15,30,1
10,15,0,0,20,-25,-40,-10,0,-10,2
12,12,0,0,30,30,20,-30,-20,-65,2
14,12,0,0,15,0,44,10,24,102,1
12,1,1,0,-13,30,-35,60,-5,95,1
12,7,0,0,30,45,30,25,25,14,1
18,12,1,1,-20,10,30,-20,-50,-20,2
17,4,0,0,0,90,20,95,20,50,1
7,0,0,0,15,-10,-8,45,-8,16,1
12,12,0,0,15,25,-15,55,-10,100,1
9,18,0,0,20,23,-10,-40,25,7,1
12,12,1,0,51,40,50,94,50,90,1
8,12,0,0,-26,-31,-5,-50,0,-80,2
12,15,0,0,33,75,5,20,-10,35,1
12,18,0,0,5,10,-5,-10,0,5,1
1,6,0,0,20,34,28,-41,-9,-37,2
10,15,0,0,40,50,15,25,15,-20,2
10,12,0,0,-8,15,9,10,9,-50,2
7,12,1,0,18,50,5,-5,-15,12,1
11,2,1,0,50,25,-5,75,5,10,1
8,12,0,0,45,-15,25,30,40,-55,2
14,12,0,0,-30,-26,-46,-10,-30,-68,2
17,2,1,0,26,15,16,33,-17,33,1
12,12,0,0,-30,-5,15,-15,-20,-10,2
12,12,0,0,25,50,-30,-30,-15,30,1
12,12,0,0,-10,5,15,-29,13,8,1
7,12,1,0,60,29,65,70,90,13,1
18,12,0,0,-20,-20,-38,-30,-28,-75,2
12,12,0,0,-65,40,-20,-35,-105,-15,2
18,5,0,0,-65,-88,10,13,-22,-93,2
12,12,0,0,-51,-3,-32,0,-25,35,1
12,12,0,0,-25,-33,1,-54,-15,-58,2
9,15,0,0,20,-5,-30,35,20,20,1
8,12,0,0,-20,-45,40,-60,-23,-77,2
12,12,0,0,-38,-21,-40,-51,-70,-65,2
10,12,0,0,38,60,25,10,15,32,1
12,7,0,0,-75,-10,-65,-5,-45,10,1
3,12,0,0,15,-17,-35,-17,-5,33,1
1,12,0,0,13,23,-38,1,-24,49,1
10,4,0,0,10,21,-17,9,-9,-6,2
12,15,0,0,-30,-47,-12,-87,-70,-75,2
1,17,0,0,16,48,22,-16,-1,1,1
7,7,0,0,0,5,5,35,10,14,1
12,12,0,0,-35,-18,-28,-63,-18,-31,2
12,12,0,0,36,75,19,75,19,40,1
12,4,0,0,15,27,15,53,35,65,1
1,7,0,0,-5,-45,-70,-30,-30,-40,2
7,12,0,0,5,-42,-50,-18,-20,-25,2
7,10,1,0,25,30,-40,95,25,50,1
14,4,0,0,12,15,58,-43,-15,-20,2
14,10,0,0,0,-24,-55,-19,-30,9,1
5,12,0,0,15,52,26,32,22,38,1
12,12,0,0,-14,20,48,-15,-53,-17,2
1,14,0,0,-10,40,-53,-12,-55,25,1
12,1,0,0,-40,-55,-15,-55,-25,-30,2
8,12,0,0,7,45,20,25,0,-47,2
1,7,0,0,-12,48,58,48,58,-20,2
12,7,0,0,-26,-12,17,-34,21,-47,2
17,12,0,0,-2,24,43,-12,-21,32,1
4,16,0,0,50,10,-180,10,-180,35,1
7,14,0,0,-10,-20,-10,0,5,-20,2
12,10,0,0,-25,25,4,10,4,-4,2
9,12,0,0,-23,6,-3,-35,-10,-55,2
9,15,0,1,-15,0,22,-42,-25,-46,2
1,12,0,0,23,-27,-12,-24,-18,14,1
14,12,0,0,-30,-73,-22,20,-30,0,2
6,4,0,1,25,-70,-20,-20,-20,5,1
6,15,0,0,0,-35,-25,-5,-25,-60,2
5,12,0,0,21,-8,40,94,55,73,1
12,12,0,0,-105,-41,20,-33,-75,-2,2
1,8,0,0,25,60,-30,75,28,77,1
12,7,1,0,22,8,25,26,37,-18,2
12,12,0,0,8,68,5,-13,-15,5,1
5,16,0,0,-20,35,-55,-5,30,30,1
15,12,1,0,-80,20,35,95,10,80,1
14,12,0,0,0,20,10,125,5,35,1
7,1,0,0,-10,15,20,-25,-5,13,1
12,15,0,1,-13,-48,-38,-114,-72,-67,2
12,12,0,0,-39,-101,-2,15,15,22,2
1,12,0,0,20,80,49,-13,70,21,1
12,10,0,0,75,-17,-7,-35,-40,-11,2
3,5,0,0,21,-41,-38,7,24,-32,2
2,5,0,0,12,-65,-15,15,-35,-10,2
14,12,0,0,5,15,20,62,60,45,1
12,12,0,0,15,-18,-9,29,27,42,1
12,5,0,1,-6,-49,-20,63,-15,-18,2
10,10,0,0,70,50,-20,40,30,60,1
7,7,0,0,0,-15,15,-25,30,-25,2
9,12,0,0,10,15,-5,35,45,35,1
4,12,0,0,18,35,-30,125,85,65,1
12,18,0,0,-5,60,5,-40,-25,-20,2
12,12,0,0,25,-25,25,70,25,15,1
12,2,0,0,-15,10,-30,-60,-35,0,2
12,7,1,1,-26,-35,-20,-25,-10,16,1
7,17,0,0,-5,-24,-52,-14,-52,36,2
10,5,0,0,-5,10,55,-40,-15,-20,2
12,2,0,1,-75,0,-57,-20,-57,26,1
15,12,1,0,15,-60,20,15,50,-5,2
